Code;Bezeichnung;Kategorie-Code;Kategorie-Verwendungstext;Kategorie-Freitext;Berechnungsformel;Formel (Prüfzeit)
35524Z;Analytische Psychotherapie (KZT), 4 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35525A;Analytische Psychotherapie (KZT), 5 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35525B;Analytische Psychotherapie (KZT), 5 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35525H;Analytische Psychotherapie (KZT), 5 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35525T;Analytische Psychotherapie (KZT), 5 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35525V;Analytische Psychotherapie (KZT), 5 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35525W;Analytische Psychotherapie (KZT), 5 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35525Z;Analytische Psychotherapie (KZT), 5 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35526A;Analytische Psychotherapie (KZT), 6 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35526B;Analytische Psychotherapie (KZT), 6 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35526H;Analytische Psychotherapie (KZT), 6 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35526T;Analytische Psychotherapie (KZT), 6 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35526V;Analytische Psychotherapie (KZT), 6 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35526W;Analytische Psychotherapie (KZT), 6 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35526Z;Analytische Psychotherapie (KZT), 6 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35527A;Analytische Psychotherapie (KZT), 7 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35527B;Analytische Psychotherapie (KZT), 7 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35527H;Analytische Psychotherapie (KZT), 7 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35527T;Analytische Psychotherapie (KZT), 7 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35527V;Analytische Psychotherapie (KZT), 7 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35527W;Analytische Psychotherapie (KZT), 7 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35527Z;Analytische Psychotherapie (KZT), 7 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35528A;Analytische Psychotherapie (KZT), 8 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35528B;Analytische Psychotherapie (KZT), 8 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35528H;Analytische Psychotherapie (KZT), 8 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35528T;Analytische Psychotherapie (KZT), 8 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35528V;Analytische Psychotherapie (KZT), 8 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35528W;Analytische Psychotherapie (KZT), 8 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35528Z;Analytische Psychotherapie (KZT), 8 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35529B;Analytische Psychotherapie (KZT), 9 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35529H;Analytische Psychotherapie (KZT), 9 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35529Z;Analytische Psychotherapie (KZT), 9 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533A;Analytische Psychotherapie (LZT), 3 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533B;Analytische Psychotherapie (LZT), 3 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35533C;Analytische Psychotherapie (LZT), 3 TN ;K51.1;Kennzeichnung von Psychotherapie-Leistungen im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35533D;Analytische Psychotherapie (LZT), 3 TN ;K52.1;Kennzeichnung von PT-Leistungen, die gem. § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen, im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gem. Anlage 31b BMV-Ä durchgeführt werden;;;
35533F;Analytische Psychotherapie (LZT), 3 TN ;K99;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533G;Analytische Psychotherapie (LZT), 3 TN ;K100;Kennzg. einer Th. mit Sitzungsdauer von mind. 50 Min., die gem. § 11 Abs.10 Anl. 1 BMV-Ä unter Einbez. einer Bezugsperson i. R. der Langzeitth. als Rezidivprophylaxe erfolgt und die i. R. einer Videosprechstunde gem. Anl. 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533H;Analytische Psychotherapie (LZT), 3 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533R;Analytische Psychotherapie (LZT), 3 TN ;K51;Kennzeichnung von Psychotherapie-Leistungen im Rahmen der Langzeittherapie als Rezidivprophylaxe;;;
35533T;Analytische Psychotherapie (LZT), 3 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533U;Analytische Psychotherapie (LZT), 3 TN ;K52;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen, im Rahmen der Langzeittherapie als Rezidivprophylaxe;;;
35533V;Analytische Psychotherapie (LZT), 3 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35533W;Analytische Psychotherapie (LZT), 3 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35533X;Analytische Psychotherapie (LZT), 3 TN ;K61;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten im Rahmen der Langzeittherapie als Rezidivprophylaxe;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533Y;Analytische Psychotherapie (LZT), 3 TN ;K62;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt, im Rahmen der Langzeittherapie als Rezidivprophylaxe;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35533Z;Analytische Psychotherapie (LZT), 3 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534A;Analytische Psychotherapie (LZT), 4 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534B;Analytische Psychotherapie (LZT), 4 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35534C;Analytische Psychotherapie (LZT), 4 TN ;K51.1;Kennzeichnung von Psychotherapie-Leistungen im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35534D;Analytische Psychotherapie (LZT), 4 TN ;K52.1;Kennzeichnung von PT-Leistungen, die gem. § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen, im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gem. Anlage 31b BMV-Ä durchgeführt werden;;;
35534F;Analytische Psychotherapie (LZT), 4 TN ;K99;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534G;Analytische Psychotherapie (LZT), 4 TN ;K100;Kennzg. einer Th. mit Sitzungsdauer von mind. 50 Min., die gem. § 11 Abs.10 Anl. 1 BMV-Ä unter Einbez. einer Bezugsperson i. R. der Langzeitth. als Rezidivprophylaxe erfolgt und die i. R. einer Videosprechstunde gem. Anl. 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534H;Analytische Psychotherapie (LZT), 4 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534R;Analytische Psychotherapie (LZT), 4 TN ;K51;Kennzeichnung von Psychotherapie-Leistungen im Rahmen der Langzeittherapie als Rezidivprophylaxe;;;
35534T;Analytische Psychotherapie (LZT), 4 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534U;Analytische Psychotherapie (LZT), 4 TN ;K52;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen, im Rahmen der Langzeittherapie als Rezidivprophylaxe;;;
35534V;Analytische Psychotherapie (LZT), 4 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35534W;Analytische Psychotherapie (LZT), 4 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35534X;Analytische Psychotherapie (LZT), 4 TN ;K61;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten im Rahmen der Langzeittherapie als Rezidivprophylaxe;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534Y;Analytische Psychotherapie (LZT), 4 TN ;K62;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt, im Rahmen der Langzeittherapie als Rezidivprophylaxe;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35534Z;Analytische Psychotherapie (LZT), 4 TN ;K59;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35535A;Analytische Psychotherapie (LZT), 5 TN ;K97;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35535B;Analytische Psychotherapie (LZT), 5 TN ;K5;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen;;;
35535C;Analytische Psychotherapie (LZT), 5 TN ;K51.1;Kennzeichnung von Psychotherapie-Leistungen im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35535D;Analytische Psychotherapie (LZT), 5 TN ;K52.1;Kennzeichnung von PT-Leistungen, die gem. § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen, im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gem. Anlage 31b BMV-Ä durchgeführt werden;;;
35535F;Analytische Psychotherapie (LZT), 5 TN ;K99;Kennzeichnung einer Therapie mit einer Sitzungsdauer von mind. 50 Minuten im Rahmen der Langzeittherapie als Rezidivprophylaxe, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35535G;Analytische Psychotherapie (LZT), 5 TN ;K100;Kennzg. einer Th. mit Sitzungsdauer von mind. 50 Min., die gem. § 11 Abs.10 Anl. 1 BMV-Ä unter Einbez. einer Bezugsperson i. R. der Langzeitth. als Rezidivprophylaxe erfolgt und die i. R. einer Videosprechstunde gem. Anl. 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35535H;Analytische Psychotherapie (LZT), 5 TN ;K58;Kennzeichnung einer Therapie mit Sitzungsdauer von mind. 50 Minuten;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35535R;Analytische Psychotherapie (LZT), 5 TN ;K51;Kennzeichnung von Psychotherapie-Leistungen im Rahmen der Langzeittherapie als Rezidivprophylaxe;;;
35535T;Analytische Psychotherapie (LZT), 5 TN ;K98;Kennzeichnung einer Therapie mit Sitzungsdauer von mindestens 50 Minuten, die gemäß § 11 Abs.10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgt und die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt wird;50% Abschlag auf Punktzahl und Prüfzeit;Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
35535U;Analytische Psychotherapie (LZT), 5 TN ;K52;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen, im Rahmen der Langzeittherapie als Rezidivprophylaxe;;;
35535V;Analytische Psychotherapie (LZT), 5 TN ;K82;Kennzeichnung von (Gesprächs-)Leistungen, die im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
35535W;Analytische Psychotherapie (LZT), 5 TN ;K5.1;Kennzeichnung von Psychotherapie-Leistungen, die gemäß § 11 Abs. 10 und § 18 Abs. 4 Anlage 1 BMV-Ä unter Einbeziehung einer Bezugsperson erfolgen und im Rahmen einer Videosprechstunde gemäß Anlage 31b zum BMV-Ä durchgeführt werden;;;
